"","originalPlace","interpretedPlace","longitude","latitude","xmin","xmax","ymin","ymax","uncertainty"
"269","Kentucky","Kentucky, USA",-84.2700179,37.8393332,-89.5715089,-81.9649708,36.4971289,39.147458,248056
"349","San Francisco and my truck","San Francisco, CA, USA",-122.4194155,37.7749295,-123.1077733,-122.3279149,37.6933354,37.9297707,19021
"3310","Round Lake Beach, IL","Round Lake Beach, IL, USA",-88.0900815,42.3716881,-88.1197541,-88.043075,42.3640092,42.3986911,2586
"3113","Pennsylvania, USA","Pennsylvania, USA",-77.1945247,41.2033216,-80.519895,-74.6895018,39.7197989,42.2693866,239535
"469","Winnipeg","Winnipeg, MB, Canada",-97.1374937,49.8997541,-97.349222,-96.9552281,49.71377,49.9938741,16741
"509","<U+6771><U+4EAC>",NA,139.7288952,35.68543475,138.9427579,153.9875216,24.2242343,35.8986466,1278091
"249","Caracas, Venezuela","Caracas, Venezuela",-66.8037185,10.4696404,-67.0627784,-66.7179533,10.39665,10.5401335,12235
"359","Southern California","Southern California",-116.419389,34.9592083,-121.4381759,-114.131211,32.528832,35.8092361,228202
"399","USA","United States",-95.712891,37.09024,-124.39,-66.94,18.9110642,71.389888,3446521
"279","London, United Kingdom","London, UK",-0.1277583,51.5073509,-0.3514683,0.148271,51.3849401,51.6723432,20654
"439","Utah","Utah, USA",-111.0937311,39.3209801,-114.0529979,-109.0410581,36.9979031,42.001618,345070
